job_id,date_posted,job_description,job_title,job_location,max_salary,joB_category,country
5064237559,2025-02-26T12:38:22Z,"Job Description: Pet Nutrition (PN) is the most vibrant category in the FMCG sector. As we work to transform this exciting category, a new program, Digital First, has been mobilized by the Mars Pet Nutrition (PN) leadership team. Digital First places pet parents at the center of all we do, while digitalizing a wide range of business process areas, and creating future fit capabilities to achieve ambitious targets in top line growth, earnings, and user centricity. Digitizing at scale across Deman…",SRM Promotions & Trade Terms Data & Analytics Lead,"St James's, South West London",69631.84,Data Analyst,UK
5149201552,2025-04-17T10:44:20Z,"Job Description: Royal Canin is undergoing a significant Digital Transformation journey. Our ability to solve the most critical problems across Mars in a User Centric way through Data & Analytics is fundamental to our growth ambition and transformation. Significant early success in this journey, and the introduction of many critical foundational capabilities, means that we are looking to accelerate our ability to solve problems and ultimately drive value for Mars Inc. The opportunities are sign…",Principal Data & Analytics Product Manager Commercial (Procurement),"St James's, South West London",83478.79,Analytics - Other,UK
5137128215,2025-04-09T13:39:11Z,"As our Senior Financial Modeling Analyst , you'llreport to the Senior Director-Global Investment Financial Analysis. This position gathers, analyzes, and summarizes financial recommendations on new capital investments and sales opportunities. What you will do Work with other departments to pull together assumptions to build business case for new sites Analyze business case inputs for reasonableness and comparison to other investments Update new site business cases with actuals, revised forecast…",Senior Financial Analyst,"Pimlico, Hemel Hempstead",80336.98,Data Analyst,UK
5137613558,2025-04-09T20:50:44Z,"Data Engineer Location : London (Hybrid) Salary : Up to £60,000 About the Company This innovative transport company plays a key role in providing convenient and reliable mobility services across the UK. Operating a vast network, they are committed to enhancing the travel experience while focusing on sustainable and eco-friendly practices. Join a growing team dedicated to improving transportation and helping people make the most of their journeys. Role Overview As a Data Engineer, you will be in…",Data Engineer,"London, UK",55000,Data Engineer,UK
5146223575,2025-04-15T19:08:17Z,"Data Analyst Salary: £40,000 - £45,000 Location: Manchester - 1-2 days per week We are currently looking for a keen and enthusiastic Data Analyst who is looking to progress their career to join a Manchester-based technology company. You will be involved in uncovering consumer insights to drive business decisions for various organisations globally via the use of well-executed data analysis. The Opportunity This is a great opportunity for a Data Analyst who has a good grounding in the field and i…",Data Analyst,"Collyhurst, Manchester",40000,Data Analyst,UK
5139669191,2025-04-10T22:40:39Z,"LEAD DATA ENGINEER LONDON £85,000 THE COMPANY This music licensing organisation operates in the UK and internationally, ensuring artists and creators are paid fairly for the use of their music. They company plays a vital role in the global music ecosystem, helping to protect intellectual property rights and support members through royalties and licensing fees. THE ROLE As a Senior Data Engineer, you will drive the development of the company's data architecture, supporting automation and enhanci…",Lead Data Engineer,"London, UK",80000,Data Engineer,UK
5124654471,2025-04-02T19:00:01Z,"Staff Data Engineer Joining one of the best-known retail brands in the UK as a Staff Data Engineer, you will support the delivery of data transformation during an exciting time within the company. They are looking for someone with experience in building and maintaining data pipelines and to collaborate with the wider data teams. The Opportunity For this role as Staff Data Engineer, they are looking for this person to have extensive experience with data pipelines, data warehousing and to play a …",Staff Data Engineer,"London, UK",85000,Data Engineer,UK
5146223530,2025-04-15T19:08:11Z,Senior Data Engineer Location: Remote Salary: £75K - £85K Data Idols are working with an exciting company who specialise in renewable energy solutions to hire a Senior Data Engineer. You will be at the forefront of the cutting edge data platform evolution and will be empowered to make decisions and have impact. The Opportunity Within this role as a Senior Data Engineer you will play a critical part in shaping and implementing the strategy and architecture of their data platform. You will work c…,Senior Data Engineer,"London, UK",75000,Data Engineer,UK
5151168532,2025-04-18T06:52:09Z,"Senior Data Scientist Data Idols are proud to be working with an iconic UK brand to assist them in building out their data team as they undertake a data-driven journey that will transform the business. The Opportunity This opportunity for a Senior Data Scientist will focus on setting technical standards and leadership. You will work on a variety of projects focused on delivering high quality data science to predict, measure and interpret business trends and commercial impact. Within this role, …",Senior Data Scientist,"London, UK",85000,Data Scientist,UK
5137947672,2025-04-10T00:51:48Z,"Senior Data Scientist (Permanent) Location: Blackpool/London/Glasgow or Durham - 3 days per week onsite Salary: Up to £55,000 plus benefits such as Civil Service Pension (28% contribution)  Bonus 5-10% Applicants must be eligible to gain SC clearance - Last 5 continuous years UK residency, clear criminal and financial record checks essential. Visa sponsorship is not available for this opening. Our client, a prestigious civil service organisation, is seeking a talented Senior Data Scientist to j…",Senior Data Scientist,"Blackpool, Lancashire",50000,Data Scientist,UK
5137947697,2025-04-10T00:51:49Z,"Senior Data Scientist (Permanent) Location: Durham - 3 days per week onsite Salary: Up to £55,000 plus benefits such as Civil Service Pension (28% contribution)  Bonus 5-10% Applicants must be eligible to gain SC clearance - Last 5 continuous years UK residency, clear criminal and financial record checks essential. Visa sponsorship is not available for this opening. Our client, a prestigious civil service organisation, is seeking a talented Senior Data Scientist to join their dynamic team. This…",Senior Data Scientist,"Durham, County Durham",50000,Data Scientist,UK
5137947671,2025-04-10T00:51:48Z,"Senior Data Scientist (Permanent) Location: Glasgow - 3 days per week onsite Salary: Up to £55,000 plus benefits such as Civil Service Pension (28% contribution)  Bonus 5-10% Applicants must be eligible to gain SC clearance - Last 5 continuous years UK residency, clear criminal and financial record checks essential. Visa sponsorship is not available for this opening. Our client, a prestigious civil service organisation, is seeking a talented Senior Data Scientist to join their dynamic team. Thi…",Senior Data Scientist,"Glasgow, Scotland",50000,Data Scientist,UK
5141457745,2025-04-12T00:42:10Z,"Data Visualisation Developer Salary: £40,000 - £45,000 Location: Manchester - 1-2 days per week We are currently looking for a keen and enthusiastic Data Visualisation Developer who is looking to progress their career to join a Manchester-based technology company. You will be involved in uncovering consumer insights to drive business decisions for various organisations globally via the use of well-executed data visualisations. You will have good experience with mainstream data visualisation too…",Data Visualisation Developer,"Collyhurst, Manchester",40000,Data Analyst,UK
5129686798,2025-04-04T19:52:29Z,"I am working with a client who is looking for a Data Engineer to take ownership of all things data for their HR team. This role is essential in building and maintaining data stores, automation, and stream consumers, enabling Data Scientists and Analysts to develop effective algorithms, processes, and reports. As a bridge between software engineering and data science, you'll work within the tech team to develop scalable solutions that meet business needs. Please apply if the below apply and look…",Snowflake Data Engineer Contract,"London, UK",150800,Data Engineer,UK
5112347721,2025-03-26T18:17:24Z,"Data Engineer Inside IR35 Contract Up to £750 per day DV Clearance ESSENTIAL London We are seeking a highly skilled Data Engineer to join a prestigious defence organisation in London. This is an exciting opportunity to lead and mentor a junior Data Engineer while contributing to the development of critical data pipelines and products. Key Responsibilities: Technical Leadership: Lead and guide the technical direction of data engineering projects. Data Pipeline Development: Design, develop, and m…",DV Cleared Azure Data Engineer,"London, UK",156000,Data Engineer,UK
5137612551,2025-04-09T20:50:32Z,"Data Engineer Location: Central London (2 days a week in office) Salary: £60,000 - £62,000 We're working with our client , a leading UK rail operator, to recruit a Data Engineer . This role is key in transforming operational data into accessible insights, supporting open data initiatives and better decision-making across the business. Role Overview: You'll develop and maintain scalable cloud-based data infrastructure and pipelines, ensuring clean, secure, and well-modelled datasets are availabl…",Data Engineer,"London, UK",62000,Data Engineer,UK
5114566569,2025-03-27T20:18:20Z,"Senior Data Engineer Location: Trowbridge (Hybrid, 3 days in office) Salary: £65,000 Be part of a forward-thinking data and analytics team shaping the future of our client's operations across the UK, Ireland, and North America. This is a fantastic opportunity to lead data infrastructure projects, including a major cloud migration to Azure, and support strategic analytics initiatives for both B2C and B2B businesses. Key Responsibilities: Manage and optimize cloud-based data infrastructure (Azure…",Data Engineer,"Trowbridge, Wiltshire",65000,Data Engineer,UK
5112699375,2025-03-26T20:03:08Z,"DATA ANALYST £45,000-£55,000  BENEFITS LEICESTER Being able to translate data and insights is key in this role. Therefore, this leading retail brand is looking to hire an enthusiastic Data Analyst also strong in SQL and Data Bricks who has an avid interest in analysing customer behaviour. THE COMPANY: Working with a global retail brand will enable you to improve and develop your skills, as you would be working on a wide scope of activities. As part of this finance team you would also have great…",Data Analyst,"Coventry, West Midlands",50000,Data Analyst,UK
5134415313,2025-04-08T00:28:58Z,"Data Analyst £55-60k (dependent upon experience) Hybrid- West London (3 days a week in office) A leading UK estate agency is looking for a data analyst to shape reporting outputs & analytics delivery across the business, driving commercial value from data. THE COMPANY The company is a leading estate agency- known for their cutting-edge approach to sales and lettings. Data is extremely important to them and so they are looking to grow out their team with new analysts who will be working across a…",Data Analyst,"London, UK",60000,Data Analyst,UK
5111248568,2025-03-25T20:16:30Z,"Data Analyst Leicester (4x a week) £45,000 - £50,000 An incredible opportunity to join one of the nation's largest retailers as a Data Analyst THE COMPANY A leading brand in the retail industry is seeking a Data Analyst to join their finance team and provide support to a small, non-technical group. If you're ready to make an impact, this is for you THE ROLE As a Data Analyst, you'll be working on ensuring accuracy of payment data, supporting strategy and driving insights. Your role will involve…",Data Analyst,"Leicester, Leicestershire",51000,Data Analyst,UK
5150240599,2025-04-17T19:49:21Z,"??Data Analyst ?? West London (3 days a week on-site) ?? £55,000 - £60,000 About the Company A leading name in the UK property sector is on the hunt for a mid-level Data Analyst to join their growing data team. With a strong foundation in Business Intelligence and a forward-thinking approach to tech, this company has spent the last five years investing heavily in their data infrastructure and are now gearing up to take things even further - including AI implementation over the next 6-12 months.…",Data Analyst,"Heathrow, Hounslow",65000,Data Analyst,UK
5111242624,2025-03-25T20:04:20Z,"Data AnalystLeicester (4x a week) £45,000 - £51,000 An incredible opportunity to join one of the nation's largest retailers as a Data Analyst THE COMPANY A leading brand in the retail industry is seeking a Data Analyst to join their finance team and provide support to a small, non-technical group. If you're ready to make an impact, this is for you THE ROLE As a Data Analyst, you'll be working on ensuring accuracy of payment data, supporting strategy and driving insights. Your role will involve …",Data Analyst,"Leicester, Leicestershire",51000,Data Analyst,UK
5128118051,2025-04-03T23:44:07Z,"Data Analyst £35,000 - £40,000 | Crewe (Hybrid, 3 Days Onsite) The Company This growing eCommerce group operates several online retail brands in the vehicle accessories space. Their portfolio includes major D2C brands selling car and van accessories as well as offering managed eCommerce and fulfilment solutions for other brands. With a focus on innovation and customer satisfaction, they are scaling operations and investing in their data capabilities for the first time. The Team This is a newly …",Data Analyst,"Crewe, Cheshire",40000,Data Analyst,UK
5110175937,2025-03-25T12:33:10Z,"DATA SPECIALIST LONDON (hybrid working) £70,000 This role does not offer sponsorship An exciting opportunity to join a growing fin-tech This role focuses on collecting, cleaning, analysing, and documenting date, while working across credit cards from minim payment to arrears management. THE COMPANY This business is a start-up credit card provider servicing sub and near prime customers. They are growing rapidly and are looking for a detailed data specialist to work across their credit card. THE …",Data Specialist,"London, UK",75000,Data Analyst,UK
5123099346,2025-04-02T01:24:37Z,"Data Analyst Stoke on Trent (3x days a week) £35,000 - £40,000 An amazing opportunity to join a retail manufacturing company as a Data Analyst. THE COMPANY A fast-growing business in the retail manufacturing industry is seeking a Data Analyst to come in and empower teams with insights. THE ROLE As a Data Analyst, you'll be responsible for the core aspects of analytics, taking charge of the extraction, reporting and generating insights. You'll be focusing on e-commerce and supply chain data, ens…",Data Analyst,"Stoke-On-Trent, Staffordshire",40000,Data Analyst,UK
5122867221,2025-04-01T21:21:50Z,Data Analyst - 3 days hybrid We are working with a e-commerce company looking for a Data Analyst to join their team. The Data Analyst will work with SQL and Power BI to build reports and dashboards. You will work closely with various business units to understand how they will use data and key KPI metrics to present insights and reports back to them. Requirements: SQL and PowerBI experience Presentation skills Strong communication skills Ecommerce or Manufacturing domain knowledge,Data Analyst,"Stoke-On-Trent, Staffordshire",40000,Data Analyst,UK
5141364831,2025-04-11T22:42:19Z,"Contract Data Scientist - Graph Theory & Household Propensity Modelling Gaming & Gambling Sector | Remote UK | £500-550/day Outside IR35 We're working with a leading gaming & gambling business looking to hire a contract Data Scientist with experience in Graph Theory and Household Propensity Modelling. You'll be joining a high-performing data science team focused on customer behaviour, player interaction modelling, and personalisation - using advanced analytics to drive smarter targeting, retent…",Data Scientist,"London, UK",100000,Data Scientist,UK
5122854934,2025-04-01T21:15:52Z,"Data Analyst Crewe (Hybrid)£35,000-£45,000 THE COMPANY A leading D2C retailer is rapidly expanding both its domestic & international presence and is seeking a Data Analyst to join their Analytics team THE ROLE As the Data Analyst, you will use your SQL experience to work on a range of projects, supporting marketing, supply chain & logistics teams. You will be comfortable providing insight & recommendations back to both technical and non-technical stakeholders in the process, using Power BI spec…",Data Analyst,"Crewe, Cheshire",45000,Data Analyst,UK
5134389754,2025-04-08T00:16:57Z,"Data Analyst Sheffield (5x a week) £46,000 Harnham are partnering with one of the fastest growing technology companies in Yorkshire and the Northeast who are hiring for a Data Analyst to help support key business functions with insights. The Role As a Data Analyst, you will be: Supporting key business functions, such as Sales, Marketing and Product in delivering insights and recommendations to make informed business decisions. Building dashboards to enable teams to make better decisions. Buildi…",Data Analyst,"Sheffield, South Yorkshire",46000,Data Analyst,UK
5123101830,2025-04-02T01:31:40Z,"Data Analyst Up to £45,000 Hybrid - Crewe (3x days a week) THE COMPANY I'm excited to announce that we are working with an online retail organisation to source a Data Analyst. THE ROLE In this cross-functional role, you will collaborate with various business departments to understand their data needs and deliver reports and analyses tailored to help achieve their objectives. SKILLS AND EXPERIENCE SQLPower BIStakeholder engagementExperience in e-commerce and/or Supply Chain Management is desirab…",Data Analyst,"Crewe, Cheshire",45000,Data Analyst,UK
5138060083,2025-04-10T03:13:17Z,"Marketing Data Analyst (Contract) £400/day | Inside IR35 | 2 Months (Strong Extension Potential) Hybrid - 3 Days/Week in Office (London) A leading marketing agency is looking for a skilled Marketing Data Analyst to join on a short-term contract, supporting media and marketing analytics across online and offline channels. The role is hands-on and insight-driven, ideal for someone with strong technical and analytical skills who can deliver real impact. Key Responsibilities: Analyse performance ac…",Data Analyst,"London, UK",104000,Data Analyst,UK
5146544944,2025-04-15T22:54:11Z,"?? Data Analyst x2 - Junior & Mid-Level East London (Hybrid - 3 days per week) £40,000 - £55,000 DOE We're working with a fast-moving, customer-focused telco brand looking to bring in two Data Analysts - one more junior, one more mid-level - to help drive insight across their commercial and customer landscape. This is a great opportunity for someone with solid SQL skills who wants hands-on experience, meaningful projects, and genuine growth opportunities (with a clear path to promotion over the…",Data Analysts,"London, UK",55000,Data Analyst,UK
5116080998,2025-03-28T16:10:49Z,"Job Title: Data Scientist (Churn Model Development) Location: London (Hybrid) Contract: 3 Months (Inside IR35) Day Rate: £450-£500/day We are looking for an experienced Data Scientist to help develop new churn models for a key project in London. This is a 3-month contract with a day rate of £450-£500 (inside IR35) and a chance to work on advanced predictive analytics in a supportive team environment. About the Role: Your main task will be to develop a ""Churn Mount Model"" to improve customer ret…",Data Scientist,"London, UK",130000,Data Scientist,UK
5109338425,2025-03-24T20:31:40Z,"Data Analyst - 12 Month Fixed Term Contract Up to £55,000 Preston - Ad hoc onsite requirement. THE COMPANY Our client is a family-run business in the retail space who provide boutique products to their clientele. THE ROLE The ideal candidate will be instrumental in implementing innovative, sustainable processes that drive excellence in the retail industry. SKILLS AND EXPERIENCE SQLSPSS ReportingData visualisation experience is advantageous APPLY Register your interest by sending an email or app…",Data Analyst,"Preston, Lancashire",55000,Data Analyst,UK
5137613729,2025-04-09T20:50:46Z,"Job Title: Lead Data Engineer Location: London (Hybrid) Salary: Up to £85,000 About the Role I am excited to be working with a leading client who is seeking an experienced Lead Data Engineer to join their team. This is an excellent opportunity to drive the design, development, and optimisation of an analytic data platform that will enable informed decision-making and business growth. In this leadership role, you will be pivotal in building scalable, efficient data pipelines and products, while …",Lead Data Engineer,"London, UK",85000,Data Engineer,UK
5111237659,2025-03-25T19:59:16Z,"SENIOR DATA ENGINEER UP TO £65,000 BATH THE COMPANY Are you ready to shape data systems that power business growth and customer satisfaction? Can you guarantee data accuracy while working with massive data sets? This multinational food business is helping a wide variety of customers by providing meals conveniently. They are looking for a Senior Data Engineer with expertise in handling large data sets who will guarantee data reliability and quality, which will allow for better analytics and prob…",Senior Data Engineer,"Bath, Bath & N E Somerset",65000,Data Engineer,UK
5141365331,2025-04-11T22:43:35Z,"Azure Data Engineer - Remote (UK Based, some travel to West Midlands) - £70k-£80k Are you an experienced Azure Data Engineer looking to make an impact in a growing data-driven organization? We are seeking a hands-on professional to join a high-performing team tasked with building and enhancing a modern Azure data platform. About the Role: In this role, you will play a key part in developing ETL pipelines, optimizing data integration processes, and supporting data-driven decision-making across t…",Senior Data Engineer,"Birmingham, West Midlands",80000,Data Engineer,UK
5123092367,2025-04-02T01:19:56Z,"GCP Data Architect - 6-Month ContractLondon (Fully Remote)£500-£600 per day This is an exciting opportunity for a GCP Data Architect to lead the foundational architecture of a new GCP data platform and landing zone for an insurance data consultancy. You'll design and implement a scalable, secure, and high-performance data environment, leveraging BigQuery, Dataform, and IAM security best practices. The Company This consultancy specializes in data-driven solutions for the insurance sector, helpin…",GCP Data Architect,"London, UK",156000,Data Engineer,UK
5150233871,2025-04-17T19:48:46Z,"Senior Data Engineer Wiltshire - 3 days in office £65,000 About The Company The company operates in both B2B and D2C markets, providing food solutions to institutions and individuals. With over 30 years of experience and a presence in 400 markets, it leverages data-driven insights, forensic analytics, and predictive modelling to enhance business performance. The Role The team is responsible for making data reliable, consistent, persistent, and available for analysts through self-service platfor…",Senior Data Engineer,"South West England, UK",65000,Data Engineer,UK
5139669286,2025-04-10T22:40:40Z,"FABRIC DATA ENGINEER 8-MONTHS £575-£625 PER DAY (INSIDE IR35) This is a fantastic opportunity for a Data Engineer with Azure Fabric experience to contribute to a high-velocity organisation delivering cutting-edge data transformation projects. You'll take on a central role in building scalable, cloud-native pipelines and supporting reliable data flows across the business. This environment fosters autonomy, technical input, and exposure to modern data engineering approaches across a hybrid cloud …",Fabric Data Engineer,"London, UK",162500,Data Engineer,UK
5140733756,2025-04-11T19:00:37Z,"Marketing Data Scientist Up to £60,000 Hybrid - London A great opportunity to join a leading customer data science company as a Marketing Data Scientist THE BUSINESS The business is a global leader in customer data science, empowering businesses to compete and thrive in the modern-data driven economy always putting the customer first. Enabling businesses to grow and diversify by utilising and understanding data and ensuring the customer is put first. Joining the business as a Marketing Data Sci…",Marketing Data Scientist,"London, UK",60000,Data Scientist,UK
5137613950,2025-04-09T20:50:49Z,"AWS DATA ENGINEER 6-MONTH CONTRACT £450-£550 PER DAY OUTSIDE IR35 This role offers a great opportunity for an AWS Data Engineer to join a fast-moving business working on high-impact data transformation initiatives. You'll play a hands-on role in building and optimising modern data pipelines, while supporting business-critical insights and reporting systems. The environment encourages technical ownership, collaboration, and the opportunity to work on a diverse set of cloud-first data challenges.…",AWS Data Engineer,"London, UK",143000,Data Engineer,UK
5113832830,2025-03-27T16:03:25Z,Senior Data Engineer Up to £65k (dependent upon experience) Hybrid- Trowbridge (3 days a week) A multinational food business is looking for a senior data engineer to work across multiple areas of data THE COMPANY The company is a multinational food business who have been established for over 30 years- delivering food both to businesses where food isn't their speciality or main focus and customers who need quick and convenient meals. They serve over 400 customers and are therefore extremely data…,Senior Data Engineer,"Trowbridge, Wiltshire",65000,Data Engineer,UK
5116636937,2025-03-28T20:15:23Z,"DATA PRODUCT MANAGER - LONDON UP TO £75,000 THE COMPANY We are working with a renowned Media/Advertising conglomerate on a key Data PM hire. THE ROLE The successful Data Product Manager responsibilities will include: Define the vision and roadmap for data-driven recommendation systems, ensuring alignment with business goals and client needs Work with internal teams, advertisers, and media clients to gather requirements and prioritise features that enhance personalisation Partner with data teams…",Data Product Manager,"London, UK",75000,Analytics - Other,UK
5110647880,2025-03-25T16:47:05Z,"Senior Data Architect - London - Hybrid - No Sponsorship Available About the Role We are looking for a talented Senior Data Architect to join a global consultancy specializing in financial services. This role offers the chance to work on high-impact projects, shaping modern data strategies and solutions for leading financial institutions. If you have a passion for innovation and a deep understanding of data systems, we want to hear from you. The Company Our client is a top-tier technology and b…",Senior Data Architect,"London, UK",88000,Data Engineer,UK
5129683393,2025-04-04T19:51:18Z,"SENIOR DATA ENGINEER Hybrid - Wiltshire - £60,000 - £65,000 Company Our client is a forward-thinking, dynamic business that's undergoing a digital transformation. They are committed to harnessing the power of data to drive strategic decisions and enhance customer experiences across B2B and B2C markets. Their dedicated data and analytics team is at the heart of this journey, exploring innovative technologies to fuel growth and deliver business intelligence across global operations. Role They are…",Senior Data Engineer,"South West England, UK",65000,Data Engineer,UK
5112162787,2025-03-26T13:58:14Z,"Senior Data Engineer Location: Trowbridge (Hybrid, 3 days in office) Salary: £65,000 Be part of a forward-thinking data and analytics team shaping the future of our client's operations across the UK, Ireland, and North America. This is a fantastic opportunity to lead data infrastructure projects, including a major cloud migration to Azure, and support strategic analytics initiatives for both B2C and B2B businesses. Key Responsibilities: Manage and optimize cloud-based data infrastructure (Azure…",Senior Data Engineer,"Trowbridge, Wiltshire",65000,Data Engineer,UK
5116664776,2025-03-28T20:26:55Z,"DATA ANALYST £45,000-£55,000  BENEFITS LEICESTER Being able to translate data and insights is key in this role. Therefore, this leading retail brand is looking to hire an enthusiastic Data Analyst also strong in SQL and Data Bricks who has an avid interest in analysing customer behaviour. THE COMPANY: Working with a global retail brand will enable you to improve and develop your skills, as you would be working on a wide scope of activities. As part of this finance team you would also have great…",Data Analyst Databricks,"Coventry, West Midlands",50000,Data Analyst,UK
5114566425,2025-03-27T20:18:18Z,"Senior Data Engineer Location: Trowbridge (Hybrid, 3 days in office) Salary: £65,000 Join a dynamic data and analytics team that is shaping the future of operations across the UK, Ireland, and North America. This is a great opportunity to lead cloud infrastructure projects, including a major migration to Azure, while supporting key strategic analytics initiatives for both B2C and B2B business sectors. Key Responsibilities: Oversee and optimize cloud-based data infrastructure (Azure). Lead the m…",Senior Data Engineer,"London, UK",70000,Data Engineer,UK
5144658872,2025-04-14T20:53:31Z,"Senior Data Scientist - Remote (1 day a month London) We are working with a large telecoms company who are looking to add a Senior Data Scientist with strong experimentation experience to manage a team of 2 data scientists across their core platforms including Marketing, CRM, and Consumer data. The company have a range of product offerings and a 5 million customer base. They work on attribution, propensity, customer churn and recommender models. Requirements: 4 years Data Science experience Exp…",Senior Data Scientist,"Manchester, Greater Manchester",80000,Data Scientist,UK
